,Nome,Região,Período,Resultado,ds_nome,value
1945,População total - homens,Jaguaré (Distrito),2016,97571,JAGUARE,97571.0
1946,População total - homens,Jaguaré (Distrito),2017,98805,JAGUARE,98805.0
1947,População total - homens,Jaguaré (Distrito),2018,100052,JAGUARE,100052.0
1948,População total - homens,Jaguaré (Distrito),2004,78372,JAGUARE,78372.0
1949,População total - homens,Jaguaré (Distrito),2002,74688,JAGUARE,74688.0
1950,População total - homens,Jaguaré (Distrito),2005,80214,JAGUARE,80214.0
1951,População total - homens,Jaguaré (Distrito),2013,93247,JAGUARE,93247.0
1952,População total - homens,Jaraguá (Distrito),2015,154382,JARAGUA,154382.0
1953,População total - homens,Jaraguá (Distrito),2004,129885,JARAGUA,129885.0
1954,População total - homens,Jaraguá (Distrito),2010,143286,JARAGUA,143286.0
1955,População total - homens,Jaraguá (Distrito),2001,122819,JARAGUA,122819.0
1956,População total - homens,Jaraguá (Distrito),2003,127586,JARAGUA,127586.0
1957,População total - homens,Jaraguá (Distrito),2008,138908,JARAGUA,138908.0
1958,População total - homens,Jaraguá (Distrito),2002,125233,JARAGUA,125233.0
1959,População total - homens,Jaraguá (Distrito),2005,132159,JARAGUA,132159.0
1960,População total - homens,Jaraguá (Distrito),2018,160354,JARAGUA,160354.0
1961,População total - homens,Jaraguá (Distrito),2000,120219,JARAGUA,120219.0
1962,População total - homens,Jaraguá (Distrito),2014,152109,JARAGUA,152109.0
1963,População total - homens,Jaraguá (Distrito),2021,103559,JARAGUA,103559.0
1964,População total - homens,Jaraguá (Distrito),2020,164442,JARAGUA,164442.0
1965,População total - homens,Jaraguá (Distrito),2016,156352,JARAGUA,156352.0
1966,População total - homens,Jaraguá (Distrito),2006,134443,JARAGUA,134443.0
1967,População total - homens,Jaraguá (Distrito),2007,136685,JARAGUA,136685.0
1968,População total - homens,Jaraguá (Distrito),2009,141139,JARAGUA,141139.0
1969,População total - homens,Jaraguá (Distrito),2019,162387,JARAGUA,162387.0
1970,População total - homens,Jaraguá (Distrito),2013,149863,JARAGUA,149863.0
1971,População total - homens,Jaraguá (Distrito),2012,147643,JARAGUA,147643.0
1972,População total - homens,Jaraguá (Distrito),2017,158342,JARAGUA,158342.0
1973,População total - homens,Jaraguá (Distrito),2011,145451,JARAGUA,145451.0
1974,População total - homens,Jardim Ângela (Distrito),2011,65517,JARDIM ANGELA,65517.0
1975,População total - homens,Jardim Ângela (Distrito),2012,65463,JARDIM ANGELA,65463.0
1976,População total - homens,Jardim Ângela (Distrito),2021,166207,JARDIM ANGELA,166207.0
1977,População total - homens,Jardim Ângela (Distrito),2009,65720,JARDIM ANGELA,65720.0
1978,População total - homens,Jardim Ângela (Distrito),2010,65569,JARDIM ANGELA,65569.0
1979,População total - homens,Jardim Ângela (Distrito),2002,67937,JARDIM ANGELA,67937.0
1980,População total - homens,Jardim Ângela (Distrito),2003,67731,JARDIM ANGELA,67731.0
1981,População total - homens,Jardim Ângela (Distrito),2018,65702,JARDIM ANGELA,65702.0
1982,População total - homens,Jardim Ângela (Distrito),2017,65564,JARDIM ANGELA,65564.0
1983,População total - homens,Jardim Ângela (Distrito),2015,65284,JARDIM ANGELA,65284.0
1984,População total - homens,Jardim Ângela (Distrito),2019,65838,JARDIM ANGELA,65838.0
1985,População total - homens,Jardim Ângela (Distrito),2013,65406,JARDIM ANGELA,65406.0
1986,População total - homens,Jardim Ângela (Distrito),2005,67214,JARDIM ANGELA,67214.0
1987,População total - homens,Jardim Ângela (Distrito),2000,68125,JARDIM ANGELA,68125.0
1988,População total - homens,Jardim Ângela (Distrito),2007,66487,JARDIM ANGELA,66487.0
1989,População total - homens,Jardim Ângela (Distrito),2016,65424,JARDIM ANGELA,65424.0
1990,População total - homens,Jardim Ângela (Distrito),2006,66857,JARDIM ANGELA,66857.0
1991,População total - homens,Jardim Ângela (Distrito),2008,66095,JARDIM ANGELA,66095.0
1992,População total - homens,Jardim Ângela (Distrito),2014,65346,JARDIM ANGELA,65346.0
1993,População total - homens,Jardim Ângela (Distrito),2001,68091,JARDIM ANGELA,68091.0
1994,População total - homens,Jardim Ângela (Distrito),2004,67496,JARDIM ANGELA,67496.0
1995,População total - homens,Jardim Helena (Distrito),2013,39899,JARDIM HELENA,39899.0
1996,População total - homens,Jardim Helena (Distrito),2018,40729,JARDIM HELENA,40729.0
1997,População total - homens,Jardim Helena (Distrito),2000,35590,JARDIM HELENA,35590.0
1998,População total - homens,Jardim Helena (Distrito),2019,40864,JARDIM HELENA,40864.0
1999,População total - homens,Jardim Helena (Distrito),2010,39264,JARDIM HELENA,39264.0
2000,População total - homens,Jardim Helena (Distrito),2003,36655,JARDIM HELENA,36655.0
2001,População total - homens,Jardim Helena (Distrito),2001,35939,JARDIM HELENA,35939.0
2002,População total - homens,Jardim Helena (Distrito),2002,36296,JARDIM HELENA,36296.0
2003,População total - homens,Jardim Helena (Distrito),2004,37038,JARDIM HELENA,37038.0
2004,População total - homens,Jardim Helena (Distrito),2014,40110,JARDIM HELENA,40110.0
2005,População total - homens,Jardim Helena (Distrito),2011,39476,JARDIM HELENA,39476.0
2006,População total - homens,Jardim Helena (Distrito),2020,40999,JARDIM HELENA,40999.0
2007,População total - homens,Jardim Helena (Distrito),2012,39688,JARDIM HELENA,39688.0
2008,População total - homens,Jardim Helena (Distrito),2009,38889,JARDIM HELENA,38889.0
2009,População total - homens,Jardim Helena (Distrito),2021,66204,JARDIM HELENA,66204.0
2010,População total - homens,Jardim Helena (Distrito),2006,37781,JARDIM HELENA,37781.0
2011,População total - homens,Jardim Helena (Distrito),2016,40457,JARDIM HELENA,40457.0
2012,População total - homens,Jardim Helena (Distrito),2015,40320,JARDIM HELENA,40320.0
2013,População total - homens,Jardim Helena (Distrito),2007,38122,JARDIM HELENA,38122.0
2014,População total - homens,Jardim Helena (Distrito),2017,40593,JARDIM HELENA,40593.0
2015,População total - homens,Jardim Helena (Distrito),2008,38495,JARDIM HELENA,38495.0
2016,População total - homens,Jardim Helena (Distrito),2005,37429,JARDIM HELENA,37429.0
2017,População total - homens,Jardim Paulista (Distrito),2021,40992,JARDIM PAULISTA,40992.0
2018,População total - homens,Jardim Paulista (Distrito),2004,121377,JARDIM PAULISTA,121377.0
2019,População total - homens,Jardim Paulista (Distrito),2014,133905,JARDIM PAULISTA,133905.0
2020,População total - homens,Jardim Paulista (Distrito),2011,129767,JARDIM PAULISTA,129767.0
2021,População total - homens,Jardim Paulista (Distrito),2006,123913,JARDIM PAULISTA,123913.0
2022,População total - homens,Jardim Paulista (Distrito),2018,138922,JARDIM PAULISTA,138922.0
2023,População total - homens,Jardim Paulista (Distrito),2019,140144,JARDIM PAULISTA,140144.0
2024,População total - homens,Jardim Paulista (Distrito),2016,136502,JARDIM PAULISTA,136502.0
2025,População total - homens,Jardim Paulista (Distrito),2000,115652,JARDIM PAULISTA,115652.0
2026,População total - homens,Jardim Paulista (Distrito),2020,141372,JARDIM PAULISTA,141372.0
2027,População total - homens,Jardim Paulista (Distrito),2012,131137,JARDIM PAULISTA,131137.0
2028,População total - homens,Jardim Paulista (Distrito),2008,126136,JARDIM PAULISTA,126136.0
2029,População total - homens,Jardim Paulista (Distrito),2007,125023,JARDIM PAULISTA,125023.0
2030,População total - homens,Jardim Paulista (Distrito),2005,122713,JARDIM PAULISTA,122713.0
2031,População total - homens,Jardim Paulista (Distrito),2013,132517,JARDIM PAULISTA,132517.0
2032,População total - homens,Jardim Paulista (Distrito),2015,135302,JARDIM PAULISTA,135302.0
2033,População total - homens,Jardim Paulista (Distrito),2017,137708,JARDIM PAULISTA,137708.0
2034,População total - homens,Jardim Paulista (Distrito),2003,119981,JARDIM PAULISTA,119981.0
2035,População total - homens,Jardim Paulista (Distrito),2010,128405,JARDIM PAULISTA,128405.0
2036,População total - homens,Jardim Paulista (Distrito),2009,127252,JARDIM PAULISTA,127252.0
2037,População total - homens,Jardim Paulista (Distrito),2002,118615,JARDIM PAULISTA,118615.0
2038,População total - homens,Jardim Paulista (Distrito),2001,117248,JARDIM PAULISTA,117248.0
2039,População total - homens,Jardim São Luís (Distrito),2001,43978,JARDIM SAO LUIS,43978.0
2040,População total - homens,Jardim São Luís (Distrito),2011,44787,JARDIM SAO LUIS,44787.0
2041,População total - homens,Jardim São Luís (Distrito),2002,44163,JARDIM SAO LUIS,44163.0
2042,População total - homens,Jardim São Luís (Distrito),2014,45066,JARDIM SAO LUIS,45066.0
2043,População total - homens,Jardim São Luís (Distrito),2003,44305,JARDIM SAO LUIS,44305.0
2044,População total - homens,Jardim São Luís (Distrito),2008,44617,JARDIM SAO LUIS,44617.0
2045,População total - homens,Jardim São Luís (Distrito),2018,45388,JARDIM SAO LUIS,45388.0
2046,População total - homens,Jardim São Luís (Distrito),2020,45539,JARDIM SAO LUIS,45539.0
2047,População total - homens,Jardim São Luís (Distrito),2009,44646,JARDIM SAO LUIS,44646.0
2048,População total - homens,Jardim São Luís (Distrito),2016,45234,JARDIM SAO LUIS,45234.0
2049,População total - homens,Jardim São Luís (Distrito),2017,45312,JARDIM SAO LUIS,45312.0
2050,População total - homens,Jardim São Luís (Distrito),2004,44406,JARDIM SAO LUIS,44406.0
2051,População total - homens,Jardim São Luís (Distrito),2000,43766,JARDIM SAO LUIS,43766.0
2052,População total - homens,Jardim São Luís (Distrito),2019,45464,JARDIM SAO LUIS,45464.0
2053,População total - homens,Jardim São Luís (Distrito),2012,44882,JARDIM SAO LUIS,44882.0
2054,População total - homens,Jardim São Luís (Distrito),2021,142405,JARDIM SAO LUIS,142405.0
2055,População total - homens,Jardim São Luís (Distrito),2010,44690,JARDIM SAO LUIS,44690.0
2056,População total - homens,Jardim São Luís (Distrito),2006,44551,JARDIM SAO LUIS,44551.0
2057,População total - homens,Jardim São Luís (Distrito),2013,44975,JARDIM SAO LUIS,44975.0
2058,População total - homens,Jardim São Luís (Distrito),2007,44591,JARDIM SAO LUIS,44591.0
2059,População total - homens,Jardim São Luís (Distrito),2015,45156,JARDIM SAO LUIS,45156.0
2060,População total - homens,Jardim São Luís (Distrito),2005,44487,JARDIM SAO LUIS,44487.0
2061,População total - homens,José Bonifácio (Distrito),2006,55408,JOSE BONIFACIO,55408.0
2062,População total - homens,José Bonifácio (Distrito),2018,63449,JOSE BONIFACIO,63449.0
2063,População total - homens,José Bonifácio (Distrito),2014,61130,JOSE BONIFACIO,61130.0
2064,População total - homens,José Bonifácio (Distrito),2003,53169,JOSE BONIFACIO,53169.0
2065,População total - homens,José Bonifácio (Distrito),2009,57672,JOSE BONIFACIO,57672.0
2066,População total - homens,José Bonifácio (Distrito),2020,64535,JOSE BONIFACIO,64535.0
2067,População total - homens,José Bonifácio (Distrito),2017,62910,JOSE BONIFACIO,62910.0
2068,População total - homens,José Bonifácio (Distrito),2011,59028,JOSE BONIFACIO,59028.0
2069,População total - homens,José Bonifácio (Distrito),2007,56131,JOSE BONIFACIO,56131.0
2070,População total - homens,José Bonifácio (Distrito),2005,54682,JOSE BONIFACIO,54682.0
2071,População total - homens,José Bonifácio (Distrito),2010,58339,JOSE BONIFACIO,58339.0
2072,População total - homens,José Bonifácio (Distrito),2004,53937,JOSE BONIFACIO,53937.0
2073,População total - homens,José Bonifácio (Distrito),2016,62374,JOSE BONIFACIO,62374.0
2074,População total - homens,José Bonifácio (Distrito),2008,56904,JOSE BONIFACIO,56904.0
2075,População total - homens,José Bonifácio (Distrito),2002,52391,JOSE BONIFACIO,52391.0
2076,População total - homens,José Bonifácio (Distrito),2001,51598,JOSE BONIFACIO,51598.0
2077,População total - homens,José Bonifácio (Distrito),2000,50769,JOSE BONIFACIO,50769.0
2078,População total - homens,José Bonifácio (Distrito),2012,59723,JOSE BONIFACIO,59723.0
2079,População total - homens,José Bonifácio (Distrito),2019,63990,JOSE BONIFACIO,63990.0
2080,População total - homens,José Bonifácio (Distrito),2013,60424,JOSE BONIFACIO,60424.0
2081,População total - homens,Lajeado (Distrito),2008,79177,LAJEADO,79177.0
2082,População total - homens,Lajeado (Distrito),2016,82696,LAJEADO,82696.0
2083,População total - homens,Lajeado (Distrito),2011,80174,LAJEADO,80174.0
2084,População total - homens,Lajeado (Distrito),2015,82153,LAJEADO,82153.0
2085,População total - homens,Lajeado (Distrito),2006,78820,LAJEADO,78820.0
2086,População total - homens,Lajeado (Distrito),2010,79678,LAJEADO,79678.0
2087,População total - homens,Lajeado (Distrito),2000,77179,LAJEADO,77179.0
2088,População total - homens,Lajeado (Distrito),2018,83788,LAJEADO,83788.0
2089,População total - homens,Lajeado (Distrito),2019,84336,LAJEADO,84336.0
2090,População total - homens,Lajeado (Distrito),2004,78336,LAJEADO,78336.0
2091,População total - homens,Lajeado (Distrito),2002,77839,LAJEADO,77839.0
2092,População total - homens,Lajeado (Distrito),2007,79016,LAJEADO,79016.0
2093,População total - homens,Lajeado (Distrito),2009,79351,LAJEADO,79351.0
2094,População total - homens,Lajeado (Distrito),2001,77569,LAJEADO,77569.0
2095,População total - homens,Lajeado (Distrito),2017,83241,LAJEADO,83241.0
2096,População total - homens,Lajeado (Distrito),2013,81164,LAJEADO,81164.0
2097,População total - homens,Lajeado (Distrito),2005,78606,LAJEADO,78606.0
2098,População total - homens,Lajeado (Distrito),2020,84886,LAJEADO,84886.0
2099,População total - homens,Lajeado (Distrito),2021,85443,LAJEADO,85443.0
2100,População total - homens,Lajeado (Distrito),2014,81659,LAJEADO,81659.0
2101,População total - homens,Lajeado (Distrito),2003,78063,LAJEADO,78063.0
2102,População total - homens,Lajeado (Distrito),2012,80669,LAJEADO,80669.0
2103,População total - homens,Lapa (Distrito),2002,27724,LAPA,27724.0
2104,População total - homens,Lapa (Distrito),2004,28284,LAPA,28284.0
2105,População total - homens,Lapa (Distrito),2019,31002,LAPA,31002.0
2106,População total - homens,Lapa (Distrito),2006,28864,LAPA,28864.0
2107,População total - homens,Lapa (Distrito),2012,30257,LAPA,30257.0
2108,População total - homens,Lapa (Distrito),2003,27994,LAPA,27994.0
2109,População total - homens,Lapa (Distrito),2001,27470,LAPA,27470.0
2110,População total - homens,Lapa (Distrito),2011,30097,LAPA,30097.0
2111,População total - homens,Lapa (Distrito),2017,30868,LAPA,30868.0
2112,População total - homens,Lapa (Distrito),2021,31061,LAPA,31061.0
2113,População total - homens,Lapa (Distrito),2000,27201,LAPA,27201.0
2114,População total - homens,Lapa (Distrito),2016,30800,LAPA,30800.0
2115,População total - homens,Lapa (Distrito),2013,30415,LAPA,30415.0
2116,População total - homens,Lapa (Distrito),2009,29701,LAPA,29701.0
2117,População total - homens,Lapa (Distrito),2014,30574,LAPA,30574.0
2118,População total - homens,Lapa (Distrito),2007,29139,LAPA,29139.0
2119,População total - homens,Lapa (Distrito),2005,28574,LAPA,28574.0
2120,População total - homens,Lapa (Distrito),2015,30732,LAPA,30732.0
2121,População total - homens,Lapa (Distrito),2008,29418,LAPA,29418.0
2122,População total - homens,Lapa (Distrito),2010,29937,LAPA,29937.0
2123,População total - homens,Lapa (Distrito),2020,31067,LAPA,31067.0
2124,População total - homens,Liberdade (Distrito),2010,31714,LIBERDADE,31714.0
2125,População total - homens,Liberdade (Distrito),2021,33941,LIBERDADE,33941.0
2126,População total - homens,Liberdade (Distrito),2003,29120,LIBERDADE,29120.0
2127,População total - homens,Liberdade (Distrito),2019,33682,LIBERDADE,33682.0
2128,População total - homens,Liberdade (Distrito),2004,29476,LIBERDADE,29476.0
2129,População total - homens,Liberdade (Distrito),2000,27894,LIBERDADE,27894.0
2130,População total - homens,Liberdade (Distrito),2009,31347,LIBERDADE,31347.0
2131,População total - homens,Liberdade (Distrito),2012,32222,LIBERDADE,32222.0
2132,População total - homens,Liberdade (Distrito),2008,30967,LIBERDADE,30967.0
2133,População total - homens,Liberdade (Distrito),2018,33507,LIBERDADE,33507.0
2134,População total - homens,Liberdade (Distrito),2016,33162,LIBERDADE,33162.0
2135,População total - homens,Liberdade (Distrito),2014,32732,LIBERDADE,32732.0
2136,População total - homens,Liberdade (Distrito),2013,32476,LIBERDADE,32476.0
2137,População total - homens,Liberdade (Distrito),2005,29848,LIBERDADE,29848.0
2138,População total - homens,Liberdade (Distrito),2007,30597,LIBERDADE,30597.0
2139,População total - homens,Liberdade (Distrito),2017,33334,LIBERDADE,33334.0
2140,População total - homens,Liberdade (Distrito),2020,33855,LIBERDADE,33855.0
2141,População total - homens,Liberdade (Distrito),2001,28314,LIBERDADE,28314.0
2142,População total - homens,Liberdade (Distrito),2015,32988,LIBERDADE,32988.0
2143,População total - homens,Liberdade (Distrito),2006,30229,LIBERDADE,30229.0
2144,População total - homens,Liberdade (Distrito),2002,28728,LIBERDADE,28728.0
2145,População total - homens,Liberdade (Distrito),2011,31968,LIBERDADE,31968.0
2146,População total - homens,Limão (Distrito),2008,37526,LIMAO,37526.0
2147,População total - homens,Limão (Distrito),2014,37017,LIMAO,37017.0
2148,População total - homens,Limão (Distrito),2013,37062,LIMAO,37062.0
2149,População total - homens,Limão (Distrito),2018,37135,LIMAO,37135.0
2150,População total - homens,Limão (Distrito),2019,37188,LIMAO,37188.0
2151,População total - homens,Limão (Distrito),2021,37272,LIMAO,37272.0
2152,População total - homens,Limão (Distrito),2020,37240,LIMAO,37240.0
2153,População total - homens,Limão (Distrito),2003,38374,LIMAO,38374.0
2154,População total - homens,Limão (Distrito),2010,37187,LIMAO,37187.0
2155,População total - homens,Limão (Distrito),2011,37147,LIMAO,37147.0
2156,População total - homens,Limão (Distrito),2009,37326,LIMAO,37326.0
2157,População total - homens,Limão (Distrito),2006,37926,LIMAO,37926.0
2158,População total - homens,Limão (Distrito),2002,38502,LIMAO,38502.0
2159,População total - homens,Limão (Distrito),2004,38241,LIMAO,38241.0
2160,População total - homens,Limão (Distrito),2000,38714,LIMAO,38714.0
2161,População total - homens,Limão (Distrito),2001,38614,LIMAO,38614.0
2162,População total - homens,Limão (Distrito),2017,37081,LIMAO,37081.0
2163,População total - homens,Limão (Distrito),2016,37027,LIMAO,37027.0
2164,População total - homens,Limão (Distrito),2005,38108,LIMAO,38108.0
2165,População total - homens,Limão (Distrito),2012,37105,LIMAO,37105.0
2166,População total - homens,Limão (Distrito),2007,37721,LIMAO,37721.0
2167,População total - homens,Limão (Distrito),2015,36971,LIMAO,36971.0
2168,População total - homens,Mandaqui (Distrito),2021,51259,MANDAQUI,51259.0
2169,População total - homens,Mandaqui (Distrito),2012,50380,MANDAQUI,50380.0
2170,População total - homens,Mandaqui (Distrito),2011,50236,MANDAQUI,50236.0
2171,População total - homens,Mandaqui (Distrito),2020,51203,MANDAQUI,51203.0
2172,População total - homens,Mandaqui (Distrito),2005,49649,MANDAQUI,49649.0
2173,População total - homens,Mandaqui (Distrito),2009,50034,MANDAQUI,50034.0
2174,População total - homens,Mandaqui (Distrito),2004,49507,MANDAQUI,49507.0
2175,População total - homens,Mandaqui (Distrito),2018,51046,MANDAQUI,51046.0
2176,População total - homens,Mandaqui (Distrito),2003,49364,MANDAQUI,49364.0
2177,População total - homens,Mandaqui (Distrito),2013,50522,MANDAQUI,50522.0
2178,População total - homens,Mandaqui (Distrito),2017,50966,MANDAQUI,50966.0
2179,População total - homens,Mandaqui (Distrito),2001,49009,MANDAQUI,49009.0
2180,População total - homens,Mandaqui (Distrito),2014,50663,MANDAQUI,50663.0
2181,População total - homens,Mandaqui (Distrito),2016,50884,MANDAQUI,50884.0
2182,População total - homens,Mandaqui (Distrito),2019,51126,MANDAQUI,51126.0
2183,População total - homens,Mandaqui (Distrito),2006,49760,MANDAQUI,49760.0
2184,População total - homens,Mandaqui (Distrito),2008,49952,MANDAQUI,49952.0
2185,População total - homens,Mandaqui (Distrito),2000,48746,MANDAQUI,48746.0
2186,População total - homens,Mandaqui (Distrito),2002,49209,MANDAQUI,49209.0
2187,População total - homens,Mandaqui (Distrito),2007,49844,MANDAQUI,49844.0
2188,População total - homens,Mandaqui (Distrito),2010,50090,MANDAQUI,50090.0
2189,População total - homens,Marsilac (Distrito),2003,4241,MARSILAC,4241.0
2190,População total - homens,Marsilac (Distrito),2019,4243,MARSILAC,4243.0
2191,População total - homens,Marsilac (Distrito),2012,4213,MARSILAC,4213.0
2192,População total - homens,Marsilac (Distrito),2009,4215,MARSILAC,4215.0
2193,População total - homens,Marsilac (Distrito),2016,4214,MARSILAC,4214.0
2194,População total - homens,Marsilac (Distrito),2006,4242,MARSILAC,4242.0
2195,População total - homens,Marsilac (Distrito),2018,4233,MARSILAC,4233.0
2196,População total - homens,Marsilac (Distrito),2008,4221,MARSILAC,4221.0
2197,População total - homens,Marsilac (Distrito),2005,4247,MARSILAC,4247.0
2198,População total - homens,Marsilac (Distrito),2014,4207,MARSILAC,4207.0
2199,População total - homens,Marsilac (Distrito),2015,4204,MARSILAC,4204.0
2200,População total - homens,Marsilac (Distrito),2017,4224,MARSILAC,4224.0
2201,População total - homens,Marsilac (Distrito),2013,4210,MARSILAC,4210.0
2202,População total - homens,Marsilac (Distrito),2011,4214,MARSILAC,4214.0
2203,População total - homens,Marsilac (Distrito),2010,4217,MARSILAC,4217.0
2204,População total - homens,Marsilac (Distrito),2001,4267,MARSILAC,4267.0
2205,População total - homens,Marsilac (Distrito),2000,4268,MARSILAC,4268.0
2206,População total - homens,Marsilac (Distrito),2020,4253,MARSILAC,4253.0
2207,População total - homens,Marsilac (Distrito),2002,4252,MARSILAC,4252.0
2208,População total - homens,Marsilac (Distrito),2004,4243,MARSILAC,4243.0
2209,População total - homens,Marsilac (Distrito),2007,4231,MARSILAC,4231.0
2210,População total - homens,Moema (Distrito),2009,37166,MOEMA,37166.0
2211,População total - homens,Moema (Distrito),2017,40217,MOEMA,40217.0
2212,População total - homens,Moema (Distrito),2010,37714,MOEMA,37714.0
2213,População total - homens,Moema (Distrito),2016,39980,MOEMA,39980.0
2214,População total - homens,Moema (Distrito),2001,32344,MOEMA,32344.0
2215,População total - homens,Moema (Distrito),2013,38924,MOEMA,38924.0
2216,População total - homens,Moema (Distrito),2006,35296,MOEMA,35296.0
2217,População total - homens,Moema (Distrito),2019,40691,MOEMA,40691.0
2218,População total - homens,Moema (Distrito),2008,36535,MOEMA,36535.0
2219,População total - homens,Moema (Distrito),2020,40929,MOEMA,40929.0
2220,População total - homens,Moema (Distrito),2011,38115,MOEMA,38115.0
2221,População total - homens,Moema (Distrito),2012,38518,MOEMA,38518.0
2222,População total - homens,Moema (Distrito),2002,32929,MOEMA,32929.0
2223,População total - homens,Moema (Distrito),2021,41015,MOEMA,41015.0
2224,População total - homens,Moema (Distrito),2007,35914,MOEMA,35914.0
2225,População total - homens,Moema (Distrito),2000,31750,MOEMA,31750.0
2226,População total - homens,Moema (Distrito),2005,34683,MOEMA,34683.0
2227,População total - homens,Moema (Distrito),2004,34095,MOEMA,34095.0
2228,População total - homens,Moema (Distrito),2015,39744,MOEMA,39744.0
2229,População total - homens,Moema (Distrito),2014,39332,MOEMA,39332.0
2230,População total - homens,Moema (Distrito),2003,33518,MOEMA,33518.0
2231,População total - homens,Moema (Distrito),2018,40454,MOEMA,40454.0
2232,População total - homens,Moóca (Distrito),2014,36488,MOOCA,36488.0
2233,População total - homens,Moóca (Distrito),2019,37631,MOOCA,37631.0
2234,População total - homens,Moóca (Distrito),2012,35815,MOOCA,35815.0
2235,População total - homens,Moóca (Distrito),2002,30066,MOOCA,30066.0
2236,População total - homens,Moóca (Distrito),2017,37228,MOOCA,37228.0
2237,População total - homens,Moóca (Distrito),2003,30671,MOOCA,30671.0
2238,População total - homens,Moóca (Distrito),2007,33218,MOOCA,33218.0
2239,População total - homens,Moóca (Distrito),2006,32556,MOOCA,32556.0
2240,População total - homens,Moóca (Distrito),2010,35150,MOOCA,35150.0
2241,População total - homens,Moóca (Distrito),2000,28847,MOOCA,28847.0
2242,População total - homens,Moóca (Distrito),2016,37027,MOOCA,37027.0
2243,População total - homens,Moóca (Distrito),2018,37429,MOOCA,37429.0
2244,População total - homens,Moóca (Distrito),2011,35482,MOOCA,35482.0
2245,População total - homens,Moóca (Distrito),2020,37832,MOOCA,37832.0
2246,População total - homens,Moóca (Distrito),2004,31297,MOOCA,31297.0
2247,População total - homens,Moóca (Distrito),2021,37937,MOOCA,37937.0
2248,População total - homens,Moóca (Distrito),2013,36151,MOOCA,36151.0
2249,População total - homens,Moóca (Distrito),2008,33879,MOOCA,33879.0
2250,População total - homens,Moóca (Distrito),2015,36826,MOOCA,36826.0
2251,População total - homens,Moóca (Distrito),2005,31924,MOOCA,31924.0
2252,População total - homens,Moóca (Distrito),2001,29459,MOOCA,29459.0
2253,População total - homens,Moóca (Distrito),2009,34548,MOOCA,34548.0
2254,População total - homens,Morumbi (Distrito),2011,22074,MORUMBI,22074.0
2255,População total - homens,Morumbi (Distrito),2013,22785,MORUMBI,22785.0
2256,População total - homens,Morumbi (Distrito),2003,17887,MORUMBI,17887.0
2257,População total - homens,Morumbi (Distrito),2017,24013,MORUMBI,24013.0
2258,População total - homens,Morumbi (Distrito),2012,22427,MORUMBI,22427.0
2259,População total - homens,Morumbi (Distrito),2018,24265,MORUMBI,24265.0
2260,População total - homens,Morumbi (Distrito),2005,19076,MORUMBI,19076.0
2261,População total - homens,Morumbi (Distrito),2021,24960,MORUMBI,24960.0
2262,População total - homens,Morumbi (Distrito),2006,19650,MORUMBI,19650.0
2263,População total - homens,Morumbi (Distrito),2000,16053,MORUMBI,16053.0
2264,População total - homens,Morumbi (Distrito),2016,23762,MORUMBI,23762.0
2265,População total - homens,Morumbi (Distrito),2001,16688,MORUMBI,16688.0
2266,População total - homens,Morumbi (Distrito),2015,23514,MORUMBI,23514.0
2267,População total - homens,Morumbi (Distrito),2009,21238,MORUMBI,21238.0
2268,População total - homens,Morumbi (Distrito),2014,23147,MORUMBI,23147.0
2269,População total - homens,Morumbi (Distrito),2010,21726,MORUMBI,21726.0
2270,População total - homens,Morumbi (Distrito),2019,24519,MORUMBI,24519.0
2271,População total - homens,Morumbi (Distrito),2007,20186,MORUMBI,20186.0
2272,População total - homens,Morumbi (Distrito),2004,18481,MORUMBI,18481.0
2273,População total - homens,Morumbi (Distrito),2008,20705,MORUMBI,20705.0
2274,População total - homens,Morumbi (Distrito),2002,17293,MORUMBI,17293.0
2275,População total - homens,Morumbi (Distrito),2020,24776,MORUMBI,24776.0
2276,População total - homens,Parelheiros (Distrito),2016,70900,PARELHEIROS,70900.0
2277,População total - homens,Parelheiros (Distrito),2007,60589,PARELHEIROS,60589.0
2278,População total - homens,Parelheiros (Distrito),2012,66426,PARELHEIROS,66426.0
2279,População total - homens,Parelheiros (Distrito),2013,67555,PARELHEIROS,67555.0
2280,População total - homens,Parelheiros (Distrito),2015,69862,PARELHEIROS,69862.0
2281,População total - homens,Parelheiros (Distrito),2021,76095,PARELHEIROS,76095.0
2282,População total - homens,Parelheiros (Distrito),2011,65313,PARELHEIROS,65313.0
2283,População total - homens,Parelheiros (Distrito),2008,61837,PARELHEIROS,61837.0
2284,População total - homens,Parelheiros (Distrito),2004,56607,PARELHEIROS,56607.0
2285,População total - homens,Parelheiros (Distrito),2010,64217,PARELHEIROS,64217.0
2286,População total - homens,Parelheiros (Distrito),2003,55229,PARELHEIROS,55229.0
2287,População total - homens,Parelheiros (Distrito),2009,63078,PARELHEIROS,63078.0
2288,População total - homens,Parelheiros (Distrito),2006,59308,PARELHEIROS,59308.0
2289,População total - homens,Parelheiros (Distrito),2000,50949,PARELHEIROS,50949.0
2290,População total - homens,Parelheiros (Distrito),2018,73017,PARELHEIROS,73017.0
2291,População total - homens,Parelheiros (Distrito),2017,71952,PARELHEIROS,71952.0
2292,População total - homens,Parelheiros (Distrito),2005,57961,PARELHEIROS,57961.0
2293,População total - homens,Parelheiros (Distrito),2001,52456,PARELHEIROS,52456.0
